Timestamp,FP1_Delta,FP1_Theta,FP1_Alpha,FP1_Beta,FP2_Delta,FP2_Theta,FP2_Alpha,FP2_Beta,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,C3_Delta,C3_Theta,C3_Alpha,C3_Beta,CZ_Delta,CZ_Theta,CZ_Alpha,CZ_Beta,FZ_Delta,FZ_Theta,FZ_Alpha,FZ_Beta,C4_Delta,C4_Theta,C4_Alpha,C4_Beta
184047.4716845,44.606693743936866,25.851792213126178,16.701082697890886,11.52691670854236,85.36648476680443,40.45746810547284,20.951740225624526,19.608248509641797,163.8168033894863,32.74421176121444,25.639752857045924,11.507261617947309,2526.742955308154,41.809649147936824,29.43348514872625,29.68705348430887,1038.0554088013707,88.79105710390151,25.68187311813026,14.187124545052978,321.57662829979216,35.343213799658166,25.916496941382846,12.34684926782856,2148.5258627131975,187.35732603996735,66.94625217623906,125.6900506665648,806.5028434587064,81.50416495430196,37.81708126145189,16.950622100059615
184047.4717083,55.82947080410827,26.039243661050726,16.83187796942707,11.69646654214716,85.41877854324552,40.57637745672595,20.979940557651393,19.6495940964305,242.61989948022037,32.6216873805413,25.594521664286187,11.502927175762503,4103.246003332788,41.8044862112815,29.343847457461834,29.65381339208929,1042.971634869572,88.95935735824472,25.741809959234068,14.141381291924924,338.31241396405187,35.353563067466176,25.918114238718108,12.306485653195194,2701.2194123662057,186.72861073456656,67.06576677806912,125.40827395199963,823.1867594082419,81.36031747565563,37.81626901114835,16.912033432432533
184047.4717336,41.83798972253181,26.12424864340514,16.815605561796445,11.70630599919073,81.51318781023387,40.65383352606712,20.957720259547578,19.627471217836497,171.9853734310404,32.54820407803748,25.547078785482697,11.497744165323818,941.8515774821133,41.70954608044157,29.28634078873531,29.61921597457233,1054.0897444508278,89.36298190669659,25.78457492317611,14.084401998872556,165.99585678790532,35.359507471804605,25.921289868396748,12.266562749980817,2113.1607453383026,186.9391107429082,67.19367790668403,125.11355230598132,809.6049028736318,81.24424615553741,37.812789636622995,16.873602821688955
184047.4717586,52.14139796218334,26.19496372312834,16.786880504045993,11.703558782225112,110.57197704064406,40.70944290969351,20.91586890303725,19.58044399335707,210.56756849494707,32.52644051794995,25.510827011660858,11.494409069474711,6361.013142366189,41.7743480389718,29.187401924880557,29.591486593681154,1035.3996306695872,88.836244028111,25.710671352777617,14.109376890999403,126.52580066307851,35.36219571289977,25.921495218734044,12.227331587620778,2816.1969422476313,187.50736327780393,67.34455066933923,124.81643994467345,808.6042549905536,81.13672287958553,37.80738599150598,16.835238764666236
184047.471783,45.73305719907463,26.229628263227205,16.710885040816706,11.644901930624744,107.10324386374916,40.75699750109986,20.874097157068537,19.533716775255836,267.03441383300526,32.4764374272499,25.47361979194975,11.489871209966788,2238.941620010997,41.6365350528995,29.155670662121018,29.553735854892135,1054.758527874365,89.26985812979943,25.737731018365384,14.06436946937015,137.09998769843793,35.359404082546305,25.922978252339238,12.188683943347286,3005.13993590639,187.34119503174188,67.47867030427687,124.52363832052532,810.7577218953766,80.98854704598904,37.80251103174791,16.797484008914648
184047.4718075,51.1394171788747,26.120760364376057,16.428094628816858,11.369074667747505,81.81264204992084,40.7228767743255,20.7380093411237,19.36342335665007,168.6227396859827,32.38231854176639,25.432977700522876,11.484770306840034,2349.4248893571444,41.642094688147296,29.097156194065562,29.518869546142,1063.9426358656056,89.38450762455797,25.773687048564177,14.027486285721766,308.4391000459558,35.352972028534005,25.919182459064483,12.150042674258355,2170.9260784862367,186.08970263913452,67.58423284148975,124.23319251180958,817.0304670479782,80.81556478145761,37.79703213789171,16.760400494427596
184047.4718474,59.77849958301392,26.361113037800244,16.623818767078628,11.608545566355753,86.4273469260088,40.85684297211445,20.779944456623177,19.43006951960081,276.90759342256877,32.281776503904766,25.394479436228703,11.48004446663717,3951.053826010513,41.71789497757952,29.00187732169305,29.48517727968177,1070.130022474638,89.48171114559784,25.82058402225807,13.987012470957076,351.0261849471614,35.33751395929986,25.913584548508286,12.11306054734845,2808.29346186074,185.29343727770356,67.69574398053214,123.93768305045519,836.028544113715,80.64406222748286,37.789452404636094,16.72352255650338
184047.4718708,43.74140301830505,26.444875965168357,16.6144076654321,11.631637709358408,86.00135339763625,40.91295762860929,20.74358989240026,19.395749170870474,172.74059636506726,32.18641850928746,25.355799608772404,11.473991836053392,863.8274124312051,41.56967891357353,28.906152119851985,29.456225762274087,1081.8146088054725,89.81398637235688,25.856841281998154,13.931809648622306,159.83746710319025,35.33551938960426,25.90483914077181,12.061714386301995,2220.546046596337,185.53814586015542,67.85367429047724,123.6419360339174,813.0090423251914,80.47765067823433,37.780673667848895,16.686697504752612
184047.4718937,52.03766245722582,26.505503094093942,16.58445288380276,11.632628649262394,116.74337122585686,40.95022738960057,20.698930624620107,19.350443076536248,211.41961837966076,32.153576959760855,25.334153736751478,11.470628425077871,6433.127181547791,41.556666919960264,28.831751985854716,29.421554959504242,1052.3722397295292,89.24065898677986,25.748459380827736,13.945799848390042,116.10974953050903,35.352920253864866,25.910619734251814,12.039918306970756,2515.111847711197,186.16357552660563,68.02896992639629,123.34762234295614,802.3572382802442,80.3000629727016,37.77194455414922,16.65034079797643
184047.471917,47.90915445121732,26.558740456738402,16.544621259639584,11.619295903403597,108.4886376979689,40.986490045784485,20.654957836411604,19.305773893922893,242.43192807135046,32.10764733728382,25.301687555825445,11.4656134673846,2377.389939513235,41.36448141911469,28.779626170262862,29.38921391058465,1081.9574173917206,90.02320191170622,25.797318184940302,13.875706722052547,142.87972809666067,35.28291958209361,25.876428195336214,11.98277000654459,2712.51144501378,185.95310303314238,68.15004929505268,123.04065545858128,802.0192374380064,80.1100304663983,37.762773611346624,16.61476466268149
184047.4719403,44.40354687920171,26.497972460722952,16.32952601625467,11.402251326014428,81.91341570162459,40.990339557510445,20.562803932294468,19.19729666209184,160.71153433300822,32.053218785103915,25.267645540186997,11.460760935842076,2182.905557076418,41.416847515689284,28.743161747744878,29.353830896954427,1078.845987042791,89.74327786335176,25.804698408948823,13.865223151382875,345.26343877930316,35.32668809088668,25.890572193323536,11.968701181453765,2279.631712241328,184.65636368584748,68.26652932490803,122.74097684347771,814.1818586158932,79.9210000819167,37.75087092929768,16.579657899856088
